x	y
4.031107944577768e-08	3.17117
4.032305019810897e-08	3.076821
4.0335740110499585e-08	2.971935
4.035280405995296e-08	2.824326
4.036803121702026e-08	2.687468
4.0378108774190933e-08	2.594752
4.039708978807648e-08	2.417182
4.040127000003496e-08	2.377596
4.040344942693656e-08	2.356928
4.0405903987539186e-08	2.333627
4.040936452848688e-08	2.300742
4.041244273908844e-08	2.271465
4.041579755160997e-08	2.239536
4.041927040215969e-08	2.206472
4.042343628098662e-08	2.166807
4.0428434152747234e-08	2.119242
4.043493686515793e-08	2.057436
4.0443405419731375e-08	1.977187
4.0450300172668935e-08	1.912139
4.045683914506424e-08	1.850767
4.046408352212479e-08	1.783246
4.047294801897226e-08	1.701496
4.048214908949519e-08	1.617934
4.049305523414678e-08	1.521132
4.050462180164596e-08	1.421971
4.051644053555119e-08	1.325471
4.0522010555148656e-08	1.28193
4.0531350389212784e-08	1.21222
4.053746108911053e-08	1.16914
4.0543238275224944e-08	1.13041
4.054740612606062e-08	1.103726
4.0551427992798176e-08	1.079012
4.055555899857394e-08	1.054715
4.0560255647122596e-08	1.028455
4.0565442705608814e-08	1.00116
4.05709923143389e-08	0.9739539
4.057764648597721e-08	0.9440462
4.058646099165757e-08	0.9089122
4.059451199436435e-08	0.8811662
4.06040401549989e-08	0.8534365
4.061502551672552e-08	0.8278654
4.062517249823698e-08	0.8098257
4.0633757065539635e-08	0.7983518
4.064282093339895e-08	0.7895657
4.0651634327689924e-08	0.7838873
4.066207376886901e-08	0.7802237
4.06722154132445e-08	0.7792715
4.068327756148257e-08	0.7804886
4.069402665632731e-08	0.7833314
4.0705407891828404e-08	0.7875376
4.071646470631102e-08	0.7923442
4.072778513702937e-08	0.7976292
4.073856584989964e-08	0.802761
4.074858915705797e-08	0.8074753
4.0758645162687405e-08	0.812059
4.077330156521251e-08	0.8183656
4.079079248753199e-08	0.8252236
4.081117488660101e-08	0.8322331
4.083267672414037e-08	0.8384491
4.086396471731752e-08	0.8453544
4.088868092570232e-08	0.8491006
4.091266918009192e-08	0.8514341
4.093374517683064e-08	0.8525674
4.095380997294329e-08	0.8529924
4.097541602985186e-08	0.8529063
4.0993360295870896e-08	0.8525174
4.1010420715461847e-08	0.8519672
4.1028065857940785e-08	0.8512874
4.1046958063402524e-08	0.8505023
4.1067166538006555e-08	0.8496566
4.108763240742067e-08	0.8488393
4.110974353807238e-08	0.848035
4.1132596925020533e-08	0.8473107
4.115743346907476e-08	0.8466554
4.1183639709126e-08	0.8461085
4.121238557025991e-08	0.8456615
4.1244066153258856e-08	0.8453217
4.1283618470157924e-08	0.8450624
4.129836642015559e-08	0.8450043
4.1319340961782397e-08	0.8449447
4.133985957647685e-08	0.8449045
4.1364018138442306e-08	0.8448709
4.138621106565119e-08	0.844847
4.1411233343308936e-08	0.8448222
4.143560438571267e-08	0.8447968
4.146351883424143e-08	0.8447635
4.1492746410462946e-08	0.8447229
4.1527747942653976e-08	0.8446676
4.156881316992667e-08	0.8445969
4.1629369916631815e-08	0.8444914
4.167089669778685e-08	0.8444228
4.1717947682541633e-08	0.844353
4.177574994755054e-08	0.8442807
4.1837067948751504e-08	0.8442193
4.19175758667454e-08	0.8441578
4.204213209402037e-08	0.8440892
4.2161512686209694e-08	0.8440424
4.229026326819386e-08	0.8440049
4.244580943937574e-08	0.8439716
4.268925397383919e-08	0.843936
4.3126861962241695e-08	0.843895
4.353190927614556e-08	0.8438678
4.359836363499263e-08	0.843864
4.3664817993839704e-08	0.8438601
4.3731272352686775e-08	0.8438563
4.379772671153469e-08	0.8438523
4.3864181070381764e-08	0.8438484
4.3930635429228835e-08	0.8438444
4.3997089788075906e-08	0.8438404
4.399731802168969e-08	0.8438404
4.399777448891726e-08	0.8438404
4.39986874233724e-08	0.8438404
4.4000513292281826e-08	0.8438402
4.400222219486981e-08	0.8438401
4.400459107581469e-08	0.84384
4.400734235363761e-08	0.8438398
4.400929532335172e-08	0.8438397
4.4011486005428924e-08	0.8438396
4.4014197560458473e-08	0.8438395
4.401699760652266e-08	0.8438394
4.402065338085077e-08	0.8438395
4.402491417447892e-08	0.8438401
4.4029318831815754e-08	0.843842
4.403318499147156e-08	0.8438452
4.4036645100805995e-08	0.8438502
4.4039860601932196e-08	0.8438575
4.404299940593942e-08	0.843868
4.404678788699291e-08	0.843887
4.405040116200193e-08	0.8439141
4.405476418477764e-08	0.8439628
4.405919345617618e-08	0.8440369
4.4064362669434947e-08	0.8441668
4.4069845670758526e-08	0.8443744
4.4076132856033896e-08	0.8447347
4.408300208187769e-08	0.8453328
4.4090862110663395e-08	0.8463775
4.409970365525835e-08	0.8481817
4.411005276961474e-08	0.851453
4.4122407754950934e-08	0.8575934
4.413835966064086e-08	0.8704349
4.4154001426410616e-08	0.8899128
4.417219720973741e-08	0.9232422
4.41826162929099e-08	0.9481089
4.4188542483461504e-08	0.9642831
4.419408460083993e-08	0.9808251
4.4200904428847946e-08	1.003132
4.420811772254287e-08	1.029119
4.421204836736498e-08	1.044327
4.421616289829994e-08	1.061044
4.422014951745885e-08	1.078021
4.422446620095429e-08	1.09727
4.422918433682469e-08	1.119334
4.423433904906998e-08	1.144655
4.424666010049262e-08	1.21023
4.426435962677869e-08	1.316398
4.4279653945265405e-08	1.418666
4.4290392851453216e-08	1.495756
4.4307280893974545e-08	1.624744
4.433686608729463e-08	1.869112
4.436824099075743e-08	2.146817
4.438063804637867e-08	2.260972
4.4397089788075936e-08	2.41424
4.440121725032748e-08	2.452965
4.4403465089062255e-08	2.474072
4.440593545095355e-08	2.497283
4.4410096011848445e-08	2.536397
4.441412058608362e-08	2.57425
4.44177968835889e-08	2.608831
4.442217313651695e-08	2.649987
4.442687673632196e-08	2.694193
4.443316678975677e-08	2.753226
4.444099490582741e-08	2.826489
4.4450716436339395e-08	2.917006
4.4458406636595503e-08	2.988123
4.4466585404197744e-08	3.063134
4.4476155125927714e-08	3.149835
4.4487093032656336e-08	3.247084
4.4504463565229266e-08	3.395644
4.451274316177092e-08	3.463358
4.4517983441409906e-08	3.504977
4.452796250164484e-08	3.581042
4.45341525662885e-08	3.625815
4.4541441678723305e-08	3.675891
4.4545506397167676e-08	3.702509
4.455009393279893e-08	3.731366
4.4555240098424184e-08	3.762182
4.456109033274298e-08	3.795159
4.456746089025162e-08	3.828532
4.4575441113084535e-08	3.866565
4.4587403561199674e-08	3.915778
4.45972960837579e-08	3.949578
4.460925434617926e-08	3.982534
4.462044775115191e-08	4.006082
4.46379461706049e-08	4.030546
4.466008016764794e-08	4.043943
4.4677283966283795e-08	4.043664
4.468957698548393e-08	4.039081
4.470234515456499e-08	4.031605
4.4715462005786236e-08	4.022005
4.472239625611153e-08	4.016365
4.472874174010662e-08	4.010999
4.4736020761005294e-08	4.004725
4.474434101105419e-08	3.997524
4.475517459219059e-08	3.988304
4.476314971654162e-08	3.981727
4.4771706866916666e-08	3.974958
4.4781866039278665e-08	3.967407
4.4793161187404396e-08	3.959719
4.480619294868579e-08	3.951855
4.482206016671044e-08	3.943784
4.4842449295007295e-08	3.935775
4.486301529606128e-08	3.930177
4.488537194643964e-08	3.926523
4.4907825295210564e-08	3.924914
4.4933429608675564e-08	3.924904
4.495062042932925e-08	3.925688
4.496705579700043e-08	3.926805
4.498341997195134e-08	3.928107
4.5000365473354985e-08	3.929512
4.501888572215085e-08	3.930988
4.503666816190698e-08	3.932261
4.505531877780634e-08	3.933385
4.507319484376823e-08	3.934232
4.509149929094097e-08	3.934862
4.5109190301385637e-08	3.935255
4.5126933885614424e-08	3.93546
4.5143855088805635e-08	3.935506
4.5159147462480987e-08	3.935446
4.51821386045107e-08	3.935229
4.520172931878999e-08	3.934963
4.522100507056872e-08	3.934664
4.524018461764465e-08	3.934357
4.526178485185985e-08	3.934024
4.528186530349951e-08	3.933744
4.530374990869881e-08	3.933481
4.532463672485545e-08	3.933275
4.534715051575535e-08	3.9331
4.536972306827847e-08	3.932969
4.539497276537685e-08	3.932866
4.5424580538055905e-08	3.932786
4.544308198452198e-08	3.932753
4.5463911103226937e-08	3.932725
4.5485583327599876e-08	3.932701
4.5509661555241985e-08	3.932675
4.553549731843965e-08	3.932645
4.5562339064316807e-08	3.932611
4.559220478970081e-08	3.932567
4.562593294302431e-08	3.932512
4.5669197569973774e-08	3.932439
4.571988499561096e-08	3.932356
4.5765919719272624e-08	3.932288
4.581752732208364e-08	3.932223
4.5873511121568714e-08	3.932165
4.5940780843793864e-08	3.932108
4.604792624278046e-08	3.932036
4.6148621749129015e-08	3.931979
4.625797760510701e-08	3.931926
4.6392234296810176e-08	3.931871
4.664137984574797e-08	3.931786
4.7019290689062175e-08	3.931678
4.7366535499924785e-08	3.93159
4.775926423386773e-08	3.931493
4.7997089788076206e-08	3.931435
4.799762217406639e-08	3.931434
4.7998686946045915e-08	3.931434
4.8000294931587813e-08	3.931434
4.8002153524537733e-08	3.931433
4.800433292188297e-08	3.931433
4.800716074689495e-08	3.931432
4.8009578473481275e-08	3.931432
4.801239718132199e-08	3.931431
4.801565352500048e-08	3.93143
4.801911249953777e-08	3.931429
4.802346858265894e-08	3.931427
4.8027406520871795e-08	3.931423
4.803086360547783e-08	3.931419
4.803398352038775e-08	3.931413
4.8036941182564683e-08	3.931405
4.8040091106266277e-08	3.931392
4.804352200671646e-08	3.931371
4.804724235697977e-08	3.931338
4.8051367775343353e-08	3.931284
4.805591757101422e-08	3.931194
4.806102280747129e-08	3.931041
4.8066759324665004e-08	3.930781
4.807330113593443e-08	3.930327
4.808081838560253e-08	3.929521
4.808960908424538e-08	3.928052
4.810009275264079e-08	3.925283
4.8113079903555586e-08	3.919755
4.812749487504984e-08	3.910018
4.8141543989426854e-08	3.895952
4.8156732827869654e-08	3.874613
4.817358900431101e-08	3.842435
4.8192767494215285e-08	3.794004
4.8213086986295385e-08	3.727999
4.823184786241997e-08	3.652729
4.8241739068982915e-08	3.607267
4.8261760532545934e-08	3.502404
4.827392234998648e-08	3.430165
4.828836470118887e-08	3.336175
4.8298054609159795e-08	3.268289
4.830780486519584e-08	3.196289
4.83197049541169e-08	3.103798
4.8331606468945933e-08	3.006716
4.835183096371449e-08	2.833126
4.836770729061626e-08	2.69069
4.837759506201168e-08	2.599783
4.8397089788076237e-08	2.417467
4.8401092911074965e-08	2.379557
4.840317560167335e-08	2.359807
4.840561352617789e-08	2.336665
4.840884433102358e-08	2.305965
4.841169612979796e-08	2.278842
4.8415107392217857e-08	2.246377
4.8418365357240226e-08	2.215358
4.842249469408749e-08	2.176039
4.842716823770594e-08	2.13155
4.843345986773588e-08	2.071723
4.8441248835246434e-08	1.997844
4.8450163450165185e-08	1.913681
4.8457242844801174e-08	1.84725
4.8464684103384444e-08	1.777937
4.8473798377873755e-08	1.693978
4.848292205515384e-08	1.611249
4.849348220031854e-08	1.517653
4.8505222813404185e-08	1.41718
4.851707496857999e-08	1.320688
4.8522908853572175e-08	1.275289
4.852760740331593e-08	1.239876
4.853234226472855e-08	1.205331
4.8538382884448236e-08	1.163063
4.854438137363258e-08	1.123211
4.854824447649386e-08	1.098709
4.855233626172529e-08	1.073786
4.8556589875064464e-08	1.049027
4.85614558859739e-08	1.022169
4.8566629938197216e-08	0.9953442
4.8572398694885376e-08	0.9675511
4.8579248304969925e-08	0.9374334
4.8589108865099876e-08	0.8994572
4.859697666649453e-08	0.8735756
4.860682593422179e-08	0.8464081
4.8617882757307714e-08	0.8223306
4.862745362066276e-08	0.8065057
4.863569387027176e-08	0.7962475
4.864430198899093e-08	0.7884725
4.865358211804635e-08	0.7830095
4.866375931319593e-08	0.7799414
4.867426641085385e-08	0.7793689
4.868507673490074e-08	0.7808946
4.869611221877287e-08	0.7840493
4.870728997487534e-08	0.7883397
4.8718516462885604e-08	0.7933046
4.872966200998597e-08	0.7985418
4.873931219052094e-08	0.8031404
4.8749601700073464e-08	0.80797
4.875955781324565e-08	0.81249
4.877538068188896e-08	0.8192425
4.8792700411223963e-08	0.8259466
4.8812867256968246e-08	0.8327874
4.8834736717132896e-08	0.8390012
4.886488776723468e-08	0.8455368
4.889013140713185e-08	0.8492892
4.891418927112189e-08	0.8515521
4.8935250928918416e-08	0.8526258
4.8955221816360996e-08	0.8530048
4.897663608395561e-08	0.8528861
4.899229637599526e-08	0.8525387
4.900822098261628e-08	0.8520315
4.902538268644041e-08	0.8513779
4.9046281986250794e-08	0.850513
4.906514007010495e-08	0.8497214
4.9087037244690424e-08	0.8488423
4.9107916895681866e-08	0.8480763
4.9131773026280934e-08	0.8473117
4.915561724295248e-08	0.8466739
4.9182526735088887e-08	0.8461022
4.921045245616165e-08	0.8456585
4.924252037513519e-08	0.8453047
4.928078347112392e-08	0.8450438
4.9296459705768674e-08	0.8449783
4.931689969371924e-08	0.8449167
4.9336954885072885e-08	0.8448744
4.9358744899295896e-08	0.8448414
4.9382237201922223e-08	0.8448137
4.940560921186181e-08	0.8447892
4.943104035591292e-08	0.8447619
4.945740952584662e-08	0.8447301
4.9487138299026185e-08	0.8446888
4.9520136717714203e-08	0.8446367
4.956046174644689e-08	0.844567
4.9614464953822916e-08	0.8444711
4.9659271587372336e-08	0.8443947
4.9706723544258966e-08	0.8443215
4.9763056855391215e-08	0.8442475
4.982421203051022e-08	0.8441826
4.989926813863519e-08	0.8441212
5.000839056985549e-08	0.8440558
5.010556416446756e-08	0.8440129
5.0244564184294296e-08	0.8439668
5.037264329224791e-08	0.8439354
5.0600131244546606e-08	0.8438963
5.097640929900379e-08	0.8438558
5.1422320942400934e-08	0.8438233
5.171680570190798e-08	0.8438061
5.199708978807566e-08	0.8437894
5.1997632128358925e-08	0.8437893
5.1998716808922913e-08	0.8437893
5.200031834909974e-08	0.8437892
5.200219081797653e-08	0.843789
5.20043676713769e-08	0.8437889
5.2007225875272966e-08	0.8437887
5.200917873482452e-08	0.8437887
5.201136379605037e-08	0.8437886
5.201410773642328e-08	0.8437884
5.2016883755147694e-08	0.8437884
5.202054314753977e-08	0.8437884
5.202474629041993e-08	0.843789
5.202919999678184e-08	0.8437908
5.203310171295292e-08	0.8437941
5.203658429431031e-08	0.8437991
5.2039808157663404e-08	0.8438063
5.204294624634537e-08	0.8438168
5.204674404608096e-08	0.8438359
5.205035219695655e-08	0.8438628
5.205472095486698e-08	0.8439115
5.205914572193828e-08	0.8439854
5.2064317724543454e-08	0.844115
5.206979642034181e-08	0.8443218
5.207608364111887e-08	0.8446812
5.208294760220736e-08	0.8452771
5.209080425696268e-08	0.8463183
5.209963731017939e-08	0.8481153
5.2109976307019453e-08	0.851373
5.212231167510647e-08	0.8574827
5.2138226790048236e-08	0.8702458
5.2153869900902925e-08	0.8896559
5.217205839676143e-08	0.9228722
5.218260995975696e-08	0.9480202
5.218855669927027e-08	0.9642488
5.219410302803298e-08	0.9808043
5.220091148498875e-08	1.003074
5.220812294381295e-08	1.029052
5.221205475868741e-08	1.044263
5.2216169290013705e-08	1.060978
5.222015483566593e-08	1.077949
5.2224469924548994e-08	1.097188
5.222918756461374e-08	1.119248
5.2234337856366874e-08	1.144544
5.224668151319475e-08	1.210236
5.226438515784225e-08	1.316435
5.227968184495496e-08	1.418725
5.229042532096938e-08	1.495853
5.230733270457919e-08	1.625002
5.2336992126682934e-08	1.870029
5.2368465309622705e-08	2.148669
5.2372554520830274e-08	2.186217
5.2376643732037844e-08	2.223896
5.238073294324541e-08	2.261705
5.238482215445298e-08	2.299645
5.238891136566055e-08	2.337714
5.239300057686897e-08	2.375915
5.239708978807569e-08	2.414245
5.2400387298400754e-08	2.445169
5.240229909589397e-08	2.463114
5.240447385637079e-08	2.483538
5.240769451409381e-08	2.513803
5.2410317548191004e-08	2.538465
5.2413439451702195e-08	2.567825
5.241706967797163e-08	2.601969
5.2420944364616633e-08	2.638408
5.2425880534949995e-08	2.684803
5.243180624504164e-08	2.740429
5.243970514031699e-08	2.814389
5.24510503832045e-08	2.920029
5.2459171965696484e-08	2.995078
5.2467521963383246e-08	3.071565
5.2477239764637864e-08	3.159454
5.248842672587597e-08	3.258646
5.250626576807348e-08	3.410408
5.2513244851380873e-08	3.467233
5.251863937551118e-08	3.509962
5.2528661159291767e-08	3.586063
5.253482093294625e-08	3.630415
5.254248058568672e-08	3.682692
5.254717648377096e-08	3.71308
5.2551821096628426e-08	3.741828
5.2557070777641945e-08	3.772697
5.2562989395049846e-08	3.805373
5.256963478666395e-08	3.839329
5.257822786911175e-08	3.878922
5.258774632647397e-08	3.917146
5.2597018292818565e-08	3.948827
5.26085504151529e-08	3.980961
5.2619679583846315e-08	4.004838
5.2637591317406774e-08	4.030416
5.2659754229065506e-08	4.04418
5.2677065974157836e-08	4.044072
5.268932558789472e-08	4.039579
5.2701961685082956e-08	4.03225
5.271501552712669e-08	4.022755
5.2721736494393235e-08	4.017312
5.2727932068460206e-08	4.012091
5.273504385798392e-08	4.005973
5.27433212623196e-08	3.998811
5.2753718394305464e-08	3.989937
5.276200907383278e-08	3.983063
5.2770574884692806e-08	3.976245
5.278060337727757e-08	3.968726
5.279193435207889e-08	3.960926
5.280463770513919e-08	3.953142
5.282026823256389e-08	3.945013
5.2839881616567015e-08	3.937036
5.2860716170448613e-08	3.931073
5.288264335722237e-08	3.927226
5.2905229507364444e-08	3.925382
5.293002782631e-08	3.925187
5.294544235646899e-08	3.92579
5.296093832633525e-08	3.926759
5.2976986390318196e-08	3.927984
5.2993958930778735e-08	3.929381
5.301255191519418e-08	3.930892
5.303029006414129e-08	3.932217
5.30490163934054e-08	3.933421
5.3066871593315415e-08	3.934347
5.3085259543992896e-08	3.935061
5.3102986574279866e-08	3.935528
5.3120882955441e-08	3.935798
5.313805973763659e-08	3.935894
5.315432385774641e-08	3.935864
5.3173245529111e-08	3.935719
5.3189994560324676e-08	3.935519
5.3207564582120523e-08	3.935264
5.322603584711794e-08	3.934973
5.32456141057176e-08	3.934663
5.326674134843159e-08	3.934347
5.3287335774412885e-08	3.934071
5.330894141405439e-08	3.933825
5.333026228917097e-08	3.933627
5.3352720020114284e-08	3.933466
5.3375860971825765e-08	3.933344
5.3401722816283416e-08	3.933249
5.343443480315279e-08	3.933171
5.3454685778778443e-08	3.93314
5.3474372409480495e-08	3.933116
5.3495611988197615e-08	3.933094
5.352250326313967e-08	3.933065
5.354697212786399e-08	3.933036
5.35769141623505e-08	3.932995
5.3606745256240185e-08	3.932949
5.364570091967023e-08	3.932885
5.369561507740429e-08	3.932802
5.3734983853002375e-08	3.93274
5.37783607749086e-08	3.932679
5.3836531833849594e-08	3.93261
5.389005295962601e-08	3.932558
5.3971879838879394e-08	3.932494
5.4056056922901565e-08	3.93244
5.4153791574363757e-08	3.932386
5.4261728339280456e-08	3.932334
5.4406431919954006e-08	3.932274
5.469583908129857e-08	3.932178
5.506623521444177e-08	3.932075
5.549207308804831e-08	3.931967
5.561843982178842e-08	3.931936
5.5786928800108565e-08	3.931895
5.599708978807596e-08	3.931844
5.5997565320483737e-08	3.931844
5.599851638529929e-08	3.931843
5.600016893653357e-08	3.931843
5.600194640858248e-08	3.931842
5.6004146899876345e-08	3.931842
5.6006812539010805e-08	3.931841
5.600927832782119e-08	3.931841
5.601207602575843e-08	3.93184
5.6015320046217994e-08	3.931839
5.601872064250595e-08	3.931838
5.6022993810997465e-08	3.931836
5.6027086982328855e-08	3.931833
5.6030649058261975e-08	3.931828
5.60338248815316e-08	3.931822
5.603679807383231e-08	3.931814
5.6039927224407474e-08	3.931802
5.604335712440756e-08	3.931781
5.6047049664126206e-08	3.931749
5.605116417269696e-08	3.931696
5.6055682782901694e-08	3.931608
5.606076550985799e-08	3.93146
5.606646219987847e-08	3.931206
5.607296518103493e-08	3.930764
5.6080425041283343e-08	3.929981
5.6089148600480504e-08	3.928553
5.609953355636097e-08	3.92587
5.6112374886155255e-08	3.92053
5.612708188039383e-08	3.910752
5.614119834717501e-08	3.896741
5.615641125639597e-08	3.875509
5.6173107909967866e-08	3.843848
5.6192108507737965e-08	3.796239
5.6212338939235934e-08	3.731051
5.623164977801535e-08	3.65392
5.624161512236435e-08	3.608175
5.6261605953411975e-08	3.503579
5.627378705843393e-08	3.431294
5.6290011503717864e-08	3.325209
5.6300631316706526e-08	3.24994
5.6311035276359006e-08	3.172012
5.6323005239780746e-08	3.07767
5.633568856678158e-08	2.972841
5.6352774660390934e-08	2.82504
5.636800813308327e-08	2.688121
5.637810960238453e-08	2.595182
5.639708978807599e-08	2.417612
5.6401270184075245e-08	2.378024
5.640344971754291e-08	2.357353
5.640590429272382e-08	2.334052
5.640936509712248e-08	2.301164
5.641244354421648e-08	2.271884
5.641579831319374e-08	2.239955
5.641927138304368e-08	2.206888
5.6423437303060976e-08	2.167224
5.642843550555492e-08	2.119655
5.643493843283331e-08	2.057848
5.6443407728960385e-08	1.977592
5.64503020374894e-08	1.912549
5.645684190465643e-08	1.85117
5.6464088949713216e-08	1.783627
5.6472953005978194e-08	1.701883
5.6482166222965445e-08	1.618214
5.649293274797286e-08	1.522637
5.6504513773199596e-08	1.423308
5.651631209994152e-08	1.326911
5.6521935111259323e-08	1.282926
5.653119687914766e-08	1.213732
5.653727831739947e-08	1.17079
5.6543057036350446e-08	1.131975
5.654717263437921e-08	1.105564
5.655119053570068e-08	1.080806
5.655532101678697e-08	1.056438
5.6560015797842276e-08	1.030102
5.656518252199054e-08	1.002815
5.657072303448463e-08	0.97554
5.6577351318780976e-08	0.9456058
5.658615446569954e-08	0.9103196
5.659408534258168e-08	0.8827834
5.660344344503483e-08	0.8552405
5.6614314806985713e-08	0.8295206
5.6624634132629916e-08	0.8108286
5.6633311531536724e-08	0.7990195
5.664250096718036e-08	0.7899513
5.6651169177987907e-08	0.7842365
5.666167461668352e-08	0.7804047
5.6671699528377206e-08	0.7793495
5.668282410974601e-08	0.7804703
5.6693478468457584e-08	0.7832173
5.670490720282536e-08	0.7873879
5.6715899309853964e-08	0.7921371
5.672725271549719e-08	0.797423
5.673800791477455e-08	0.8025403
5.6748097937565636e-08	0.8072901
5.675803832228552e-08	0.8118299
5.6772397797599004e-08	0.8180324
5.6789817413779663e-08	0.8249025
5.681222756926757e-08	0.8326058
5.683263574609366e-08	0.8384788
5.686547883190723e-08	0.845668
5.689061402574671e-08	0.8493782
5.691440038786991e-08	0.8516009
5.6935115132376685e-08	0.8526548
5.695475223820496e-08	0.8530324
5.6975973909417375e-08	0.8529215
5.6993011191003176e-08	0.8525411
5.7009636364494644e-08	0.8520001
5.702710872379486e-08	0.8513221
5.7045984942709966e-08	0.8505306
5.706619953275296e-08	0.8496757
5.708665237575072e-08	0.8488485
5.7108739844027984e-08	0.8480337
5.713154539454141e-08	0.8472993
5.7156335823508893e-08	0.8466332
5.718249421364488e-08	0.8460758
5.7211207901151317e-08	0.8456182
5.724284026793731e-08	0.845269
5.728216825247e-08	0.8450013
5.7297370357618004e-08	0.8449383
5.731804120473885e-08	0.8448763
5.7338263865731896e-08	0.8448339
5.736257128201998e-08	0.8447971
5.738450266979255e-08	0.8447713
5.740961411080039e-08	0.8447444
5.743370868252174e-08	0.8447176
5.746159244755558e-08	0.8446827
5.7490456115866464e-08	0.8446411
5.7525223618110854e-08	0.8445846
5.75655359820679e-08	0.8445134
5.762434691452718e-08	0.8444082
5.766657753456131e-08	0.8443364
5.7713442457748196e-08	0.8442646
5.777050684872622e-08	0.8441907
5.7831679959230864e-08	0.844127
5.791010130173687e-08	0.8440644
5.802846927073201e-08	0.8439957
5.813981526860985e-08	0.8439494
5.827062418951271e-08	0.8439087
5.841541865508847e-08	0.8438755
5.864880029410228e-08	0.8438388
5.91155635721299e-08	0.8437929
5.955221407862235e-08	0.8437635
5.968684120698145e-08	0.8437561
5.981758695026328e-08	0.8437486
5.999708978807541e-08	0.843738
5.999741582973558e-08	0.843738
5.999806791305592e-08	0.843738
5.99993720796966e-08	0.8437378
6.000123408875157e-08	0.8437377
6.000312614534743e-08	0.8437377
6.000564012090334e-08	0.8437375
6.000835081279192e-08	0.8437373
6.00106052578094e-08	0.8437372
6.001322834360694e-08	0.8437371
6.001598943670619e-08	0.843737
6.001931466269976e-08	0.843737
6.00232918974646e-08	0.8437374
6.002844790694763e-08	0.8437391
6.003281352174072e-08	0.8437425
6.003653246539825e-08	0.8437479
6.00398164538579e-08	0.8437554
6.004296837924997e-08	0.843766
6.00467723110196e-08	0.8437853
6.005039111252473e-08	0.8438125
6.005476910022962e-08	0.8438618
6.005920648162643e-08	0.8439363
6.006438915889656e-08	0.844067
6.0069880153233e-08	0.8442757
6.007617822756583e-08	0.8446379
6.008305452232901e-08	0.8452384
6.009092356565439e-08	0.8462872
6.009977209584695e-08	0.8480975
6.011013079001299e-08	0.8513798
6.012249682008199e-08	0.8575399
6.013846944945534e-08	0.8704284
6.015409846956119e-08	0.8899277
6.017226464481659e-08	0.9232386
6.018263715828027e-08	0.948
6.018855626863593e-08	0.964152
6.019409689088685e-08	0.9806856
6.020092097535825e-08	1.003002
6.02081351458839e-08	1.028989
6.02120658601517e-08	1.044195
6.021618075340077e-08	1.060911
6.022016816499627e-08	1.077889
6.022448592075579e-08	1.097141
6.0229204763587e-08	1.119206
6.0234360977609e-08	1.144534
6.024667410200689e-08	1.21006
6.026437217280321e-08	1.316207
6.027966599222827e-08	1.418462
6.02904037735216e-08	1.495537
6.030728622294547e-08	1.624471
6.033684634605967e-08	1.868608
6.036818929560857e-08	2.146003
6.038084370053474e-08	2.262529
6.039708978807544e-08	2.41389
6.040119539979498e-08	2.452408
6.040343923343441e-08	2.473478
6.040590327156153e-08	2.496629
6.041003287176997e-08	2.535451
6.04136786926893e-08	2.569741
6.041754749959835e-08	2.606133
6.042164134571685e-08	2.644635
6.04264851105392e-08	2.690162
6.04324488215299e-08	2.746142
6.044029823034272e-08	2.819629
6.045253599299194e-08	2.933502
6.04615922483417e-08	3.017023
6.047080662962232e-08	3.101112
6.048061527493777e-08	3.189322
6.049425985760998e-08	3.308945
6.050968206724241e-08	3.438141
6.051571748781288e-08	3.486663
6.052092099993697e-08	3.527388
6.053252481215925e-08	3.613826
6.0538632249652e-08	3.656572
6.054329998139793e-08	3.68785
6.054773667774329e-08	3.716401
6.05525345392329e-08	3.745929
6.055861730760935e-08	3.78128
6.056432737081046e-08	3.812294
6.057183862298047e-08	3.849833
6.058068120466647e-08	3.889267
6.058935767239946e-08	3.923013
6.059862691568983e-08	3.953799
6.061001782760722e-08	3.984565
6.06218155261624e-08	4.008805
6.064181952119639e-08	4.034683
6.066355141455797e-08	4.045238
6.067890803689701e-08	4.043965
6.069065237618986e-08	4.039289
6.070530740543993e-08	4.030402
6.071733266133356e-08	4.021376
6.072489008663493e-08	4.015163
6.073176740018648e-08	4.009304
6.073987456734068e-08	4.002296
6.074846419349001e-08	3.994893
6.0761976947439e-08	3.983599
6.077200550504625e-08	3.975651
6.078236748830899e-08	3.967959
6.079412941139257e-08	3.959983
6.080625564985537e-08	3.952677
6.082214653841817e-08	3.944566
6.084170070935577e-08	3.93681
6.086269999619124e-08	3.931
6.088469828313251e-08	3.927332
6.090750071388468e-08	3.925638
6.093279266020974e-08	3.925592
6.094943235773619e-08	3.92633
6.096557212714555e-08	3.927413
6.098185384711432e-08	3.928702
6.099878498478397e-08	3.930113
6.101738103567129e-08	3.931612
6.103515985954795e-08	3.932909
6.105387925870188e-08	3.934065
6.107176069530328e-08	3.934939
6.109012360028293e-08	3.935598
6.110783993824261e-08	3.936014
6.112566218326093e-08	3.936239
6.114269581293364e-08	3.936299
6.115838700596594e-08	3.936247
6.1184523432026e-08	3.936002
6.120550865696681e-08	3.935714
6.122531945505361e-08	3.935403
6.124460408706393e-08	3.935095
6.126623681639034e-08	3.934767
6.128626473973747e-08	3.934494
6.130816125545498e-08	3.934239
6.132905288687789e-08	3.934041
6.1351657920227e-08	3.933874
6.137438825432059e-08	3.933751
