x	y
8.456791544992503e-09	1.850382
8.464021245489457e-09	1.78299
8.472892431962588e-09	1.701165
8.48205146463252e-09	1.617965
8.49332238530949e-09	1.517953
8.504906632755435e-09	1.418748
8.516801050617275e-09	1.321798
8.522286136306825e-09	1.27901
8.53177609572242e-09	1.208376
8.537939793365453e-09	1.165099
8.543740155217792e-09	1.126404
8.547983747450774e-09	1.099395
8.552026598227658e-09	1.074722
8.556178095165288e-09	1.050487
8.560903077256563e-09	1.024289
8.566135878843996e-09	0.9970132
8.571732623969957e-09	0.9698729
8.57846266453739e-09	0.9400076
8.587394529273642e-09	0.9049609
8.595673088648018e-09	0.8770152
8.605606482879525e-09	0.8489516
8.616859831768217e-09	0.82384
8.626579073216016e-09	0.80738
8.63493734563879e-09	0.7967238
8.643683697321961e-09	0.7886346
8.65285799664692e-09	0.7830728
8.663128579091535e-09	0.7798253
8.673559704265468e-09	0.7791416
8.684462536338915e-09	0.7805914
8.69544514091993e-09	0.7836744
8.706705194222632e-09	0.787962
8.717917303680902e-09	0.7929065
8.72914878096171e-09	0.7981824
8.739976579967459e-09	0.8033398
8.749804259500666e-09	0.8079509
8.760156138123668e-09	0.8126457
8.775552569436601e-09	0.8192069
8.793255095694834e-09	0.8260451
8.813786204143894e-09	0.8329711
8.835635139283993e-09	0.8391286
8.8641876764649e-09	0.845313
8.888696713144676e-09	0.8490214
8.912972939608645e-09	0.8513808
8.934518728706778e-09	0.8525299
8.955156491882832e-09	0.8529518
8.97709106136018e-09	0.8528491
8.992436133254719e-09	0.8525206
9.008193330198651e-09	0.8520341
9.025231461508423e-09	0.8514026
9.04594349064695e-09	0.850566
9.064749150570666e-09	0.8497934
9.08650064316164e-09	0.848937
9.107340111255653e-09	0.8481861
9.131067558274951e-09	0.8474379
9.154835317177008e-09	0.8468118
9.181555605544658e-09	0.8462522
9.209260938185528e-09	0.8458182
9.240856238233764e-09	0.8454743
9.277998991990015e-09	0.8452245
9.294225146012995e-09	0.8451579
9.314711474141686e-09	0.8450987
9.334691046770421e-09	0.8450596
9.356334904899342e-09	0.8450304
9.380050736744723e-09	0.8450068
9.403281776675646e-09	0.8449869
9.428815400034485e-09	0.8449644
9.454936245230948e-09	0.8449379
9.48454119528621e-09	0.844902
9.516994730704933e-09	0.8448561
9.556558712578374e-09	0.8447933
9.608059869935439e-09	0.8447074
9.65496416803587e-09	0.8446312
9.702626134901945e-09	0.8445605
9.758102292833848e-09	0.84449
9.819302017378814e-09	0.8444271
9.891554351326572e-09	0.8443696
9.994406968622985e-09	0.8443092
1.008768024296495e-08	0.8442686
1.0209553789326872e-08	0.8442277
1.0340430053437664e-08	0.8441944
1.053766694435046e-08	0.8441584
1.0905022135320268e-08	0.8441157
1.1319227657086418e-08	0.8440839
1.1503250061974384e-08	0.8440726
1.1573798594274984e-08	0.8440685
1.1644347126574737e-08	0.8440642
1.171489565887449e-08	0.84406
1.1785444191175937e-08	0.8440558
1.1855992723474843e-08	0.8440516
1.1926541255775443e-08	0.8440473
1.1997089788075196e-08	0.844043
1.1997293740226621e-08	0.844043
1.1997701644528625e-08	0.844043
1.1998517453132632e-08	0.8440429
1.2000149070341493e-08	0.8440428
1.2001909217707893e-08	0.8440427
1.2004099569634522e-08	0.8440425
1.2006757233434553e-08	0.8440424
1.2008691372017217e-08	0.8440423
1.2010785678226588e-08	0.8440422
1.2013547832929176e-08	0.8440421
1.201616676969422e-08	0.8440419
1.20197418819489e-08	0.844042
1.2023686089337202e-08	0.8440424
1.2028452199435951e-08	0.844044
1.2032568056680514e-08	0.8440471
1.2036173408851668e-08	0.844052
1.2039435836556906e-08	0.8440589
1.2042538423360609e-08	0.8440688
1.204641467774671e-08	0.8440875
1.2049926923820827e-08	0.8441128
1.2054326882002677e-08	0.84416
1.2058658715453174e-08	0.8442295
1.2063824591397892e-08	0.844354
1.2069211330550874e-08	0.8445497
1.2075459445519297e-08	0.844893
1.2082221574002937e-08	0.8454571
1.2090001994256486e-08	0.8464475
1.2098701168703243e-08	0.8481463
1.210889342676932e-08	0.8512262
1.2120978304814897e-08	0.8569564
1.2136462312185618e-08	0.8688006
1.2152197182174541e-08	0.8875191
1.217023774329597e-08	0.9193332
1.2182592520957476e-08	0.9483777
1.2188797321507855e-08	0.9653645
1.2194395681705417e-08	0.9821602
1.2201110904249672e-08	1.00422
1.2208312839115882e-08	1.03025
1.2212211145070487e-08	1.045374
1.2216306635389199e-08	1.062052
1.2220272524429776e-08	1.078975
1.2224570704853855e-08	1.098173
1.2229262341007968e-08	1.120144
1.2234426318112341e-08	1.145542
1.2246548054028359e-08	1.210075
1.2264189215737896e-08	1.315822
1.2279409598177237e-08	1.417501
1.2290059564495276e-08	1.493863
1.2306763134748482e-08	1.62125
1.2336490923991703e-08	1.866505
1.2367465356540004e-08	2.140446
1.2383197422026555e-08	2.285388
1.2397089788075226e-08	2.414937
1.2401257497890928e-08	2.454038
1.2403792774916003e-08	2.477846
1.240623564015864e-08	2.5008
1.2409828525330418e-08	2.534579
1.2413164455696929e-08	2.565954
1.2417034695124195e-08	2.60236
1.242091727033781e-08	2.638877
1.242577465986046e-08	2.684538
1.2431486163147178e-08	2.738163
1.2439198660093808e-08	2.810399
1.2450205002928178e-08	2.912943
1.2457963327072842e-08	2.984713
1.2465984261914177e-08	3.058317
1.2475796091319641e-08	3.147268
1.2486116672288694e-08	3.239156
1.2500736979217953e-08	3.365219
1.2511422228433372e-08	3.453456
1.2517328061378182e-08	3.500549
1.2522222527962223e-08	3.538523
1.252746152987064e-08	3.577981
1.25338323563529e-08	3.624135
1.2541058085928903e-08	3.673835
1.2545049378806399e-08	3.700021
1.2549758974210456e-08	3.729692
1.2555014916152709e-08	3.761178
1.2560928664094404e-08	3.794491
1.2567395094764444e-08	3.828303
1.2575436846651715e-08	3.866503
1.2587557895559638e-08	3.916088
1.2597654970766521e-08	3.950243
1.2609796686218719e-08	3.983176
1.2621351184708816e-08	4.006855
1.2639720391242589e-08	4.031192
1.2661593638144263e-08	4.042906
1.2677873473095422e-08	4.041993
1.2689897961409487e-08	4.037298
1.2702847088737453e-08	4.029574
1.2716023162988724e-08	4.019828
1.2723346661993185e-08	4.013833
1.272997775603419e-08	4.008197
1.2737578131145736e-08	4.00163
1.2746009147458517e-08	3.994343
1.275769881272195e-08	3.984465
1.2765768655991894e-08	3.977899
1.277456102362084e-08	3.971073
1.2785125969799621e-08	3.963421
1.2796506821449945e-08	3.955932
1.2810325334816224e-08	3.947964
1.2826944110381544e-08	3.940041
1.2848807543196961e-08	3.932254
1.2869064352297866e-08	3.927463
1.289223904474179e-08	3.924377
1.291473928063357e-08	3.923314
1.2935238952317918e-08	3.923571
1.2952548456809896e-08	3.924423
1.2969380526065923e-08	3.925593
1.2986294809756896e-08	3.926939
1.3005243903499748e-08	3.928481
1.3022541959017532e-08	3.929813
1.3041507035374243e-08	3.931102
1.3059061269217955e-08	3.932088
1.3077637098343926e-08	3.932894
1.3095198382651875e-08	3.933432
1.311325646143194e-08	3.933773
1.3130452167701364e-08	3.933924
1.3144175779734249e-08	3.93394
1.3159189199782266e-08	3.933872
1.3180400900045548e-08	3.933667
1.3200054610363177e-08	3.933401
1.3219631577268935e-08	3.933097
1.3239146268407434e-08	3.932784
1.3260697679026915e-08	3.932451
1.3280984419836956e-08	3.932168
1.3302815152845495e-08	3.931904
1.3323873203955406e-08	3.931695
1.3346408393271617e-08	3.931519
1.3369186390323349e-08	3.931385
1.3394598292660729e-08	3.931279
1.3424702105824677e-08	3.931196
1.3443046626668252e-08	3.931162
1.3464031331291977e-08	3.931132
1.348587906636342e-08	3.931105
1.3510177500338894e-08	3.931077
1.3536093889810986e-08	3.931045
1.3563199526815723e-08	3.931008
1.3593295612883493e-08	3.930961
1.3627567259657856e-08	3.930904
1.3671821275531907e-08	3.930827
1.3718709572912302e-08	3.930749
1.3763332351383309e-08	3.930682
1.3814486575325963e-08	3.930616
1.387039664974178e-08	3.930556
1.3937993550048005e-08	3.930498
1.4045370002183899e-08	3.930423
1.414619567401161e-08	3.930366
1.4256069710883205e-08	3.930312
1.4390179435786883e-08	3.930255
1.4636034621856746e-08	3.930171
1.5041418742874963e-08	3.930055
1.544244294697299e-08	3.929952
1.5688204676345326e-08	3.929892
1.5997089788076343e-08	3.929816
1.5997773876749198e-08	3.929816
1.5999142054094908e-08	3.929816
1.6000685457053242e-08	3.929815
1.6002745259073963e-08	3.929815
1.600491678397471e-08	3.929814
1.6008290899176017e-08	3.929813
1.6011147352465895e-08	3.929813
1.601463719337591e-08	3.929812
1.60178892846788e-08	3.929811
1.6022048026155396e-08	3.929809
1.602672474990399e-08	3.929805
1.603066027113459e-08	3.929801
1.6034020583947574e-08	3.929794
1.6037037542148442e-08	3.929785
1.6040223458882897e-08	3.929772
1.604369104140776e-08	3.92975
1.6047439383982232e-08	3.929716
1.6051607223194923e-08	3.92966
1.6056194565758568e-08	3.929567
1.6061349617294765e-08	3.929409
1.6067135402528315e-08	3.929139
1.6073739560131316e-08	3.928669
1.6081326028715226e-08	3.927834
1.6090206802041932e-08	3.92631
1.6100806913125556e-08	3.923434
1.6113973298877603e-08	3.917672
1.6128112291253185e-08	3.907928
1.614209083213591e-08	3.893757
1.6157264844440955e-08	3.872235
1.6174296023030705e-08	3.83942
1.6193827456052386e-08	3.78954
1.621425576679742e-08	3.722381
1.623217968094323e-08	3.650001
1.6241966379555387e-08	3.604942
1.6262035262783275e-08	3.499685
1.627417474044219e-08	3.427483
1.6288067932969705e-08	3.337118
1.630717549168276e-08	3.200014
1.6319040991921945e-08	3.108083
1.6330832321625387e-08	3.012182
1.6350616762351644e-08	2.842872
1.6365881587919395e-08	2.706346
1.6383598329747776e-08	2.542953
1.6397089788076373e-08	2.416138
1.6399686491303978e-08	2.391569
1.6401333678198985e-08	2.375967
1.6403516586927774e-08	2.355273
1.6405856320106908e-08	2.333069
1.6408500642059746e-08	2.307953
1.6411173179577913e-08	2.282548
1.641434375070794e-08	2.252389
1.641748672617455e-08	2.22248
1.642143580929795e-08	2.184891
1.6425963246907367e-08	2.141806
1.6431987824447294e-08	2.084523
1.6439359638627807e-08	2.014578
1.6450503798470315e-08	1.909376
1.645820855293018e-08	1.837161
1.646590514834687e-08	1.765596
1.6475236691482258e-08	1.679847
1.648438632091757e-08	1.597157
1.6494519544948697e-08	1.507668
1.650640977270033e-08	1.406362
1.6518308999992375e-08	1.310106
1.6524384858021624e-08	1.263237
1.6529227304671827e-08	1.227141
1.653410911955672e-08	1.191994
1.6540138721674915e-08	1.150442
1.6546516220273817e-08	1.108859
1.6550143147126303e-08	1.086332
1.6554335556312633e-08	1.061344
1.6558767296154917e-08	1.036179
1.6564090943194e-08	1.007675
1.6569225664205587e-08	0.9819794
1.6575548982875648e-08	0.9527622
1.6582780614323966e-08	0.9225983
1.6593863800061002e-08	0.8828936
1.6604065579517713e-08	0.8530087
1.6615406199328198e-08	0.826736
1.6625671445062904e-08	0.8087168
1.663421526639197e-08	0.797492
1.664319735347095e-08	0.788951
1.6652192304945828e-08	0.783314
1.6662581161992388e-08	0.7798455
1.6672866659658906e-08	0.7790316
1.668387794175161e-08	0.7803814
1.6694750294853014e-08	0.7833606
1.6706097907845438e-08	0.7876351
1.6717245821110317e-08	0.7925327
1.6728551009084537e-08	0.797842
1.6739381313368952e-08	0.8030111
1.6749349652878975e-08	0.8077028
1.6759576033406446e-08	0.8123593
1.6774637022610482e-08	0.8188154
1.6792264635514726e-08	0.825679
1.6812597177866173e-08	0.8326076
1.6834295343235526e-08	0.8388044
1.6867423646184376e-08	0.8459204
1.689427728339191e-08	0.8497303
1.691851096623697e-08	0.8518264
1.6939229941193895e-08	0.8527561
1.6958785558742637e-08	0.8530432
1.6979698179713975e-08	0.8528715
1.6995088840368468e-08	0.8525071
1.7011053853286776e-08	0.8519858
1.702833821762997e-08	0.8513221
1.7049038944668968e-08	0.8504679
1.7068012230003983e-08	0.8496802
1.7089845547381195e-08	0.8488189
1.7110863513510686e-08	0.8480658
1.7134725902051002e-08	0.8473229
1.7158735416910828e-08	0.8467033
1.718572769020143e-08	0.8461543
1.7213898279319952e-08	0.8457302
1.7246293067693733e-08	0.8453966
1.7285861798933426e-08	0.8451522
1.7300546949649187e-08	0.8450987
1.7321370983340922e-08	0.8450451
1.734192432144801e-08	0.8450094
1.7365969566386942e-08	0.8449805
1.7388280768947395e-08	0.8449599
1.7413303782250715e-08	0.8449385
1.743784886577959e-08	0.8449157
1.7465860970458857e-08	0.844885
1.749535972212443e-08	0.8448465
1.7530655880651863e-08	0.8447934
1.757241728736593e-08	0.8447243
1.7635095367308624e-08	0.8446192
1.7679792679726387e-08	0.8445487
1.7729002544462422e-08	0.8444796
1.7793105274707968e-08	0.8444054
1.785314873321729e-08	0.8443506
1.794250662663762e-08	0.8442888
1.8056500327088602e-08	0.8442318
1.8189231474639672e-08	0.8441837
1.83103885426274e-08	0.844151
1.8487339492613012e-08	0.8441161
1.8745293017699816e-08	0.8440818
1.9177045931275686e-08	0.844044
1.952169765541442e-08	0.8440212
1.9747874053398458e-08	0.8440078
1.9997089788075797e-08	0.8439928
1.9997566222830313e-08	0.8439927
1.9998519092339345e-08	0.8439927
2.000017082340179e-08	0.8439926
2.000194960812137e-08	0.8439925
2.000414967804684e-08	0.8439923
2.000681783980127e-08	0.8439922
2.0008771510588463e-08	0.8439921
2.0010886492182592e-08	0.8439919
2.0013646840954185e-08	0.8439918
2.00163059679418e-08	0.8439917
2.001989492065385e-08	0.8439918
2.00238910317114e-08	0.8439922
2.00286028689889e-08	0.8439938
2.0032681867768405e-08	0.843997
2.0036265693512e-08	0.8440019
2.0039521247258574e-08	0.844009
2.0042622975477495e-08	0.844019
2.0046489423681003e-08	0.8440378
2.0050019381439358e-08	0.8440635
2.005441953107522e-08	0.8441111
2.005877086940496e-08	0.8441817
2.006394387864442e-08	0.8443077
2.0069351333646617e-08	0.8445061
2.0075613053576925e-08	0.8448536
2.0082399254847887e-08	0.8454257
2.0090201340851515e-08	0.8464291
2.009893305768662e-08	0.8481523
2.0109163710703332e-08	0.851277
2.0121310251232975e-08	0.8571008
2.01369020371037e-08	0.8691714
2.0152614091590187e-08	0.8880637
2.017069602400728e-08	0.9202363
2.018254908264791e-08	0.9481872
2.0188681732272004e-08	0.9649501
2.0194265512133997e-08	0.9816677
2.0200991428099905e-08	1.00372
2.0208190970613882e-08	1.029697
2.02121090603706e-08	1.044875
2.0216213396034998e-08	1.061568
2.0220184920254483e-08	1.078496
2.022448525845095e-08	1.097684
2.022918734566772e-08	1.119683
2.0234328299154507e-08	1.144945
2.0246645878039374e-08	1.210513
2.0264332087845193e-08	1.316613
2.0279597790020894e-08	1.418688
2.0290309482526653e-08	1.495571
2.0307181519966573e-08	1.624409
2.0337138764074835e-08	1.871915
2.0368685803257925e-08	2.15131
2.0372743515374405e-08	2.188585
2.0376801227491732e-08	2.225987
2.0380858939608212e-08	2.263515
2.038491665172554e-08	2.301169
2.0388974363841173e-08	2.338951
2.0393032075959347e-08	2.376859
2.0397089788075827e-08	2.414893
2.0399980294838806e-08	2.442001
2.0401703271928686e-08	2.458171
2.0403886466916495e-08	2.478673
2.0406575301702626e-08	2.503938
2.0409391539488542e-08	2.530413
2.041247419497765e-08	2.559404
2.0416074902203928e-08	2.593272
2.0419779453614637e-08	2.628115
2.0424455541496445e-08	2.672077
2.04299763017819e-08	2.723927
2.043734459030297e-08	2.792983
2.0447095943115387e-08	2.883979
2.0454218046574744e-08	2.950063
2.046143791976834e-08	3.016624
2.0470095129934534e-08	3.095698
2.0479363225040402e-08	3.179211
2.0491726974852662e-08	3.288154
2.0505281298224258e-08	3.403201
2.0511208556427012e-08	3.451811
2.0516713870633842e-08	3.495844
2.0521610676376446e-08	3.533987
2.052715378861963e-08	3.575866
2.0533349924403277e-08	3.62089
2.0541140891526533e-08	3.674567
2.054585599620144e-08	3.705375
2.0550528820323e-08	3.734592
2.0555821026077605e-08	3.766035
2.0561803023087467e-08	3.799412
2.0568517300084608e-08	3.834084
2.057721359943388e-08	3.874571
